timestamp,temperature_c,power_w
2026-02-07T13:46:34+00:00,30.46,702.5
2026-02-07T13:46:36+00:00,30.58,495.2
2026-02-07T13:46:38+00:00,30.37,721.5
2026-02-07T13:46:40+00:00,30.51,677.5
2026-02-07T13:46:42+00:00,30.59,1278.0
2026-02-07T13:46:44+00:00,30.62,778.9
2026-02-07T13:46:46+00:00,30.55,763.6
2026-02-07T13:46:48+00:00,30.2,777.8
2026-02-07T13:46:50+00:00,30.61,778.4
2026-02-07T13:46:52+00:00,30.32,842.8
2026-02-07T13:46:54+00:00,30.24,898.3
2026-02-07T13:46:56+00:00,30.39,791.8
2026-02-07T13:46:58+00:00,30.24,495.4
2026-02-07T13:47:00+00:00,30.6,837.9
2026-02-07T13:47:02+00:00,30.38,879.9
2026-02-07T13:47:04+00:00,30.2,866.4
2026-02-07T13:47:06+00:00,30.33,867.2
2026-02-07T13:47:08+00:00,30.13,803.1
2026-02-07T13:47:10+00:00,30.34,881.1
2026-02-07T13:47:12+00:00,30.02,882.0
2026-02-07T13:47:14+00:00,30.0,954.7
2026-02-07T13:47:16+00:00,29.93,920.9
2026-02-07T13:47:18+00:00,30.1,989.1
2026-02-07T13:47:20+00:00,30.25,928.0
2026-02-07T13:47:22+00:00,29.72,975.9
2026-02-07T13:47:24+00:00,29.93,938.5
2026-02-07T13:47:26+00:00,29.53,1063.7
2026-02-07T13:47:28+00:00,29.88,1037.1
2026-02-07T15:18:36+00:00,28.02,877.4
2026-02-07T15:18:38+00:00,27.78,949.5
2026-02-07T15:18:40+00:00,27.89,915.4
2026-02-07T15:18:42+00:00,28.14,987.8
2026-02-07T15:18:44+00:00,27.97,982.5
2026-02-07T15:18:46+00:00,28.1,1181.8
2026-02-07T15:18:48+00:00,28.43,926.0
2026-02-07T15:18:50+00:00,28.31,993.4
2026-02-07T15:18:52+00:00,28.75,1713.6
2026-02-07T15:18:54+00:00,29.05,1044.6
2026-02-07T15:18:56+00:00,28.9,1098.2
2026-02-07T15:18:58+00:00,28.71,1001.6
2026-02-07T15:19:00+00:00,29.16,633.7
2026-02-07T15:19:02+00:00,28.93,1400.7
2026-02-07T15:19:04+00:00,28.6,1325.1
2026-02-07T15:19:06+00:00,29.36,1040.3
2026-02-07T15:19:08+00:00,28.8,1110.0
2026-02-07T15:19:10+00:00,29.0,1068.4
2026-02-07T15:19:13+00:00,29.7,1125.1
2026-02-07T15:19:15+00:00,29.52,1083.8
2026-02-07T15:19:17+00:00,29.34,1087.2
2026-02-07T15:19:19+00:00,29.99,1085.0
2026-02-07T15:19:21+00:00,29.2,1033.0
2026-02-07T15:19:23+00:00,29.69,1008.6
2026-02-07T15:19:25+00:00,29.47,1048.6
2026-02-07T15:19:27+00:00,29.84,969.9
2026-02-07T15:19:29+00:00,30.05,986.3
2026-02-07T15:19:31+00:00,30.15,1005.2
2026-02-07T15:19:33+00:00,29.71,1137.1
2026-02-07T15:19:35+00:00,29.93,682.2
2026-02-07T15:19:37+00:00,29.51,990.3
2026-02-07T15:19:39+00:00,30.03,952.4
2026-02-07T15:19:41+00:00,29.75,1008.1
2026-02-07T15:19:43+00:00,29.85,941.1
2026-02-07T15:19:45+00:00,29.99,931.5
2026-02-07T15:19:47+00:00,30.07,987.4
2026-02-07T15:19:49+00:00,30.25,934.2
2026-02-07T15:19:51+00:00,30.09,942.1
2026-02-07T15:19:53+00:00,30.37,899.8
2026-02-07T15:19:55+00:00,30.33,921.4
2026-02-07T15:19:57+00:00,30.21,854.4
2026-02-07T15:19:59+00:00,30.93,789.9
2026-02-07T15:20:01+00:00,30.22,834.4
2026-02-07T15:20:03+00:00,30.48,771.5
2026-02-07T15:20:05+00:00,30.64,789.3
2026-02-07T15:20:07+00:00,30.91,781.9
2026-02-07T15:20:09+00:00,30.72,766.8
2026-02-07T15:20:11+00:00,30.51,736.8
2026-02-07T15:20:13+00:00,30.82,638.2
2026-02-07T15:20:15+00:00,30.77,1300.3
2026-02-07T15:20:17+00:00,30.3,730.0
2026-02-07T15:20:19+00:00,30.54,674.9
2026-02-07T15:20:21+00:00,31.06,770.2
2026-02-07T15:20:23+00:00,30.43,717.9
2026-02-07T15:20:25+00:00,30.76,397.6
2026-02-07T15:20:27+00:00,30.6,1095.9
2026-02-07T15:20:29+00:00,30.65,726.3
2026-02-07T15:20:31+00:00,30.33,748.8
2026-02-07T15:20:33+00:00,30.47,774.0
2026-02-07T15:20:35+00:00,30.48,1056.6
2026-02-07T15:20:37+00:00,30.3,706.4
2026-02-07T15:20:39+00:00,30.84,744.1
2026-02-07T15:20:41+00:00,30.6,350.2
2026-02-07T15:20:43+00:00,30.15,760.3
2026-02-07T15:20:45+00:00,30.67,777.3
2026-02-07T15:20:47+00:00,30.99,1271.1
2026-02-07T15:20:49+00:00,30.07,753.5
2026-02-07T15:20:51+00:00,30.39,771.2
2026-02-07T15:20:53+00:00,30.6,826.3
2026-02-07T15:20:55+00:00,30.26,538.4
2026-02-07T15:20:57+00:00,29.96,850.1
2026-02-07T15:20:59+00:00,30.79,880.8
2026-02-07T15:21:01+00:00,30.07,877.2
2026-02-07T15:21:03+00:00,29.72,871.9
2026-02-07T15:21:05+00:00,30.24,903.8
2026-02-07T15:21:07+00:00,29.9,926.0
2026-02-07T15:21:09+00:00,29.93,959.2
2026-02-07T15:21:11+00:00,29.67,969.3
2026-02-07T15:21:13+00:00,30.1,949.0
2026-02-07T15:21:15+00:00,30.09,845.0
2026-02-07T15:21:17+00:00,30.04,998.4
2026-02-07T15:21:19+00:00,29.67,976.0
2026-02-07T15:21:21+00:00,29.84,1013.7
2026-02-07T15:21:23+00:00,29.47,1080.6
2026-02-07T15:21:25+00:00,29.58,984.5
2026-02-07T15:21:27+00:00,29.63,1018.3
2026-02-07T15:21:29+00:00,29.88,1062.3
2026-02-07T15:21:31+00:00,29.56,989.7
2026-02-07T15:21:33+00:00,29.56,1047.5
2026-02-07T15:21:35+00:00,29.8,1007.0
2026-02-07T15:21:37+00:00,29.28,1103.9
2026-02-07T15:21:39+00:00,28.84,628.5
2026-02-07T15:21:41+00:00,29.02,1076.1
2026-02-07T15:21:43+00:00,29.09,1119.8
2026-02-07T15:21:45+00:00,29.23,1036.3
2026-02-07T15:21:47+00:00,29.17,1082.0
2026-02-07T15:21:49+00:00,28.75,1088.9
2026-02-07T15:21:51+00:00,28.84,1091.7
2026-02-07T15:21:53+00:00,29.03,1068.1
2026-02-07T15:21:55+00:00,28.64,972.0
2026-02-07T15:21:57+00:00,28.93,686.5
2026-02-07T15:22:00+00:00,28.74,1663.6
2026-02-07T15:22:02+00:00,28.23,1052.9
2026-02-07T15:22:04+00:00,28.26,1012.6
2026-02-07T15:22:06+00:00,28.32,985.5
2026-02-07T15:22:08+00:00,28.51,998.2
2026-02-07T15:22:10+00:00,28.29,1015.1
2026-02-07T15:22:12+00:00,28.08,930.4
2026-02-07T15:22:14+00:00,28.2,996.1
2026-02-07T15:22:16+00:00,27.65,948.3
2026-02-07T15:22:18+00:00,28.04,900.6
2026-02-07T15:22:20+00:00,28.06,898.0
2026-02-07T15:22:22+00:00,28.03,952.8
2026-02-07T15:22:24+00:00,27.77,905.3
2026-02-07T15:22:26+00:00,27.42,877.2
2026-02-07T15:22:28+00:00,27.4,878.7
2026-02-07T15:22:30+00:00,27.57,868.8
2026-02-07T15:22:32+00:00,27.44,843.8
2026-02-07T15:22:34+00:00,27.34,809.6
2026-02-07T15:22:36+00:00,26.95,838.1
2026-02-07T15:22:38+00:00,26.97,849.4
2026-02-07T15:22:40+00:00,27.11,793.4
2026-02-07T15:22:42+00:00,26.98,835.2
2026-02-07T15:22:44+00:00,26.71,727.9
2026-02-07T15:22:46+00:00,27.35,675.9
2026-02-07T15:22:48+00:00,27.12,722.5
2026-02-07T15:22:50+00:00,27.0,762.4
2026-02-07T15:22:52+00:00,26.61,775.4
2026-02-07T15:22:54+00:00,27.23,750.2
2026-02-07T15:22:56+00:00,26.33,715.0
2026-02-07T15:22:58+00:00,26.48,745.0
2026-02-07T15:23:00+00:00,26.76,1392.8
2026-02-07T15:23:02+00:00,26.15,708.1
2026-02-07T15:23:04+00:00,26.79,804.7
2026-02-07T15:23:06+00:00,26.16,691.4
2026-02-07T15:23:08+00:00,26.68,716.0
2026-02-07T15:23:10+00:00,26.66,797.8
2026-02-07T15:23:12+00:00,25.81,717.0
2026-02-07T15:23:14+00:00,26.14,737.3
2026-02-07T15:23:16+00:00,25.97,757.8
2026-02-07T15:23:18+00:00,26.2,759.0
2026-02-07T15:23:20+00:00,26.13,785.6
2026-02-07T15:23:22+00:00,26.56,778.1
2026-02-07T15:23:24+00:00,25.67,721.5
2026-02-07T15:23:26+00:00,26.31,756.9
2026-02-07T15:23:28+00:00,26.39,726.6
2026-02-07T15:23:30+00:00,25.85,848.7
2026-02-07T15:23:32+00:00,25.48,808.4
2026-02-07T15:23:34+00:00,25.97,1265.0
2026-02-07T15:23:36+00:00,25.82,862.8
2026-02-07T15:23:38+00:00,25.64,864.3
2026-02-07T15:23:40+00:00,25.42,903.1
2026-02-07T15:23:42+00:00,25.6,965.8
2026-02-07T15:23:44+00:00,25.36,990.7
2026-02-07T15:23:46+00:00,25.49,881.5
2026-02-07T15:23:48+00:00,25.91,969.9
2026-02-07T15:23:50+00:00,25.68,997.8
2026-02-07T15:23:52+00:00,25.78,928.1
2026-02-07T15:23:54+00:00,25.48,1049.5
2026-02-07T15:23:56+00:00,25.6,1018.5
2026-02-07T15:23:58+00:00,25.46,1005.8
2026-02-07T15:24:00+00:00,25.48,1013.0
2026-02-07T15:24:02+00:00,25.5,1056.2
2026-02-07T15:24:04+00:00,25.7,770.4
2026-02-07T15:24:06+00:00,25.41,1075.1
2026-02-07T15:24:08+00:00,25.94,1119.7
2026-02-07T15:24:10+00:00,25.72,1097.4
2026-02-07T15:24:12+00:00,25.39,816.0
2026-02-07T15:24:14+00:00,25.14,1061.3
2026-02-07T15:24:16+00:00,25.84,1116.2
2026-02-07T15:24:18+00:00,25.47,1118.3
2026-02-07T15:24:20+00:00,25.27,1105.5
2026-02-07T15:24:22+00:00,25.05,1039.2
2026-02-07T15:24:24+00:00,25.58,1079.6
2026-02-07T15:24:26+00:00,26.0,1098.5
2026-02-07T15:24:28+00:00,25.74,1514.8
2026-02-07T15:24:30+00:00,25.66,1041.6
2026-02-07T15:24:32+00:00,25.59,1045.0
2026-02-07T15:24:34+00:00,25.65,1121.4
2026-02-07T15:24:36+00:00,25.66,1124.8
2026-02-07T15:24:38+00:00,25.27,953.3
2026-02-07T15:24:40+00:00,25.59,1321.1
2026-02-07T15:24:42+00:00,25.6,1273.8
2026-02-07T15:24:44+00:00,25.56,957.3
2026-02-07T15:24:46+00:00,25.44,982.8
2026-02-07T15:24:48+00:00,25.65,973.3
2026-02-07T15:24:50+00:00,26.0,926.5
2026-02-07T15:24:52+00:00,25.81,937.9
2026-02-07T15:24:54+00:00,25.69,841.5
2026-02-07T15:24:56+00:00,25.91,953.0
2026-02-07T15:24:58+00:00,26.16,865.2
2026-02-07T15:25:01+00:00,26.69,891.8
2026-02-07T15:25:03+00:00,26.3,863.9
2026-02-07T15:25:05+00:00,26.5,811.4
2026-02-07T15:25:07+00:00,26.58,803.4
2026-02-07T15:25:09+00:00,26.27,832.5
2026-02-07T15:25:11+00:00,26.29,739.9
2026-02-07T15:25:13+00:00,26.42,742.7
2026-02-07T15:25:15+00:00,26.39,825.0
2026-02-07T15:25:17+00:00,26.72,752.9
2026-02-07T15:25:19+00:00,26.58,737.6
2026-02-07T15:25:21+00:00,27.0,756.4
2026-02-07T15:25:23+00:00,26.8,760.0
2026-02-07T15:25:25+00:00,26.83,1085.2
2026-02-07T15:25:27+00:00,26.82,735.1
2026-02-07T15:25:29+00:00,26.81,1165.4
2026-02-07T15:25:31+00:00,26.88,1221.6
2026-02-07T15:25:33+00:00,27.25,741.0
2026-02-07T15:25:35+00:00,27.09,676.9
2026-02-07T15:25:37+00:00,27.05,733.3
2026-02-07T15:25:39+00:00,27.19,735.2
2026-02-07T15:25:41+00:00,27.61,669.8
2026-02-07T15:25:43+00:00,27.36,743.2
2026-02-07T15:25:45+00:00,27.53,661.4
2026-02-07T15:25:47+00:00,27.21,797.1
2026-02-07T15:25:49+00:00,27.73,1363.9
2026-02-07T15:25:51+00:00,27.48,724.4
2026-02-07T15:25:53+00:00,27.85,824.9
2026-02-07T15:25:55+00:00,28.3,1148.9
2026-02-07T15:25:57+00:00,28.45,849.2
2026-02-07T15:25:59+00:00,27.79,777.9
2026-02-07T15:26:01+00:00,27.8,876.3
2026-02-07T15:26:03+00:00,28.32,855.0
2026-02-07T15:26:05+00:00,28.29,919.7
2026-02-07T15:26:07+00:00,28.53,463.3
2026-02-07T15:26:09+00:00,28.17,870.3
2026-02-07T15:26:11+00:00,28.48,867.1
2026-02-07T15:26:13+00:00,28.16,907.2
2026-02-07T15:26:15+00:00,28.34,668.4
2026-02-07T15:26:17+00:00,28.88,957.6
2026-02-07T15:26:19+00:00,28.83,979.9
2026-02-07T15:26:21+00:00,28.92,1060.8
2026-02-07T15:26:23+00:00,28.63,960.8
2026-02-07T15:26:25+00:00,28.8,935.6
2026-02-07T15:26:27+00:00,28.92,1618.6
2026-02-07T15:26:29+00:00,29.28,944.7
2026-02-07T15:26:31+00:00,29.11,1026.4
2026-02-07T15:26:33+00:00,28.97,1002.4
2026-02-07T15:26:35+00:00,29.18,1082.5
2026-02-07T15:26:37+00:00,29.55,786.5
2026-02-07T15:26:39+00:00,29.87,1054.5
2026-02-07T15:26:41+00:00,29.44,1062.5
2026-02-07T15:26:43+00:00,29.27,1062.2
2026-02-07T15:26:45+00:00,29.49,1096.7
2026-02-07T15:26:47+00:00,29.57,1077.6
2026-02-07T15:26:49+00:00,29.79,1705.6
2026-02-07T15:26:51+00:00,29.73,1100.6
2026-02-07T15:26:53+00:00,29.67,1083.6
2026-02-07T15:26:55+00:00,30.05,916.1
2026-02-07T15:26:57+00:00,29.85,1112.8
2026-02-07T15:26:59+00:00,29.88,1004.5
2026-02-07T15:27:01+00:00,29.57,1120.1
2026-02-07T15:27:03+00:00,30.36,1029.0
2026-02-07T15:27:05+00:00,29.86,1072.6
2026-02-07T15:27:07+00:00,29.74,1042.6
2026-02-07T15:27:09+00:00,30.63,1012.5
2026-02-07T15:27:11+00:00,30.34,1057.6
2026-02-07T15:27:13+00:00,30.33,997.9
2026-02-07T15:27:15+00:00,30.14,936.9
2026-02-07T15:27:18+00:00,30.13,1057.6
2026-02-07T15:27:20+00:00,30.1,1035.2
2026-02-07T15:27:22+00:00,30.46,739.8
2026-02-07T15:27:24+00:00,30.21,935.0
2026-02-07T15:27:26+00:00,30.41,952.8
2026-02-07T15:27:28+00:00,30.23,898.8
2026-02-07T15:27:30+00:00,30.25,862.8
2026-02-07T15:27:32+00:00,30.63,832.4
2026-02-07T15:27:34+00:00,30.48,896.3
2026-02-07T15:27:36+00:00,30.61,930.0
2026-02-07T15:27:38+00:00,30.25,877.3
2026-02-07T15:27:40+00:00,30.83,790.0
2026-02-07T15:27:42+00:00,29.92,744.6
2026-02-07T15:27:44+00:00,30.33,764.8
2026-02-07T15:27:46+00:00,30.33,852.5
2026-02-07T15:27:48+00:00,30.28,1491.1
2026-02-07T15:27:50+00:00,29.78,767.1
2026-02-07T15:27:52+00:00,30.13,1025.5
2026-02-07T15:27:54+00:00,30.52,740.0
2026-02-07T15:27:56+00:00,30.83,801.8
2026-02-07T15:27:58+00:00,30.39,771.6
2026-02-07T15:28:00+00:00,30.97,672.5
2026-02-07T15:28:02+00:00,30.39,786.7
2026-02-07T15:28:04+00:00,30.42,780.0
2026-02-07T15:28:06+00:00,30.29,720.6
2026-02-07T15:28:08+00:00,30.35,657.9
2026-02-07T15:28:10+00:00,29.94,731.1
2026-02-07T15:28:12+00:00,30.31,670.9
2026-02-07T15:28:14+00:00,30.42,776.1
2026-02-07T15:28:16+00:00,30.0,745.4
2026-02-07T15:28:18+00:00,30.43,831.8
2026-02-07T15:28:20+00:00,30.71,715.3
2026-02-07T15:28:22+00:00,30.3,721.6
2026-02-07T15:28:24+00:00,30.25,1381.8
2026-02-07T15:28:26+00:00,30.23,818.1
2026-02-07T15:28:28+00:00,30.21,806.6
2026-02-07T15:28:30+00:00,30.25,812.5
2026-02-07T15:28:32+00:00,29.74,835.4
2026-02-07T15:28:34+00:00,29.74,746.0
2026-02-07T15:28:36+00:00,29.79,862.9
2026-02-07T15:28:38+00:00,29.74,842.6
2026-02-07T15:28:40+00:00,29.75,814.2
2026-02-07T15:28:42+00:00,29.32,866.7
2026-02-07T15:28:44+00:00,29.73,930.5
2026-02-07T15:28:46+00:00,29.71,953.1
2026-02-07T15:28:48+00:00,29.49,938.4
2026-02-07T15:28:50+00:00,29.64,892.6
2026-02-07T15:28:52+00:00,29.2,991.0
2026-02-07T15:28:54+00:00,29.3,968.6
2026-02-07T15:28:56+00:00,29.76,1019.1
2026-02-07T15:28:58+00:00,29.13,995.2
2026-02-07T15:29:00+00:00,28.78,792.5
2026-02-07T15:29:02+00:00,29.53,931.6
2026-02-07T15:29:04+00:00,29.3,1023.8
2026-02-07T15:29:06+00:00,29.44,1087.5
2026-02-07T15:29:08+00:00,29.1,1104.7
2026-02-07T15:29:10+00:00,29.37,1012.6
2026-02-07T15:29:12+00:00,28.69,1111.7
2026-02-07T15:29:14+00:00,28.22,976.3
2026-02-07T15:29:16+00:00,28.98,1094.1
2026-02-07T15:29:18+00:00,28.82,1035.2
2026-02-07T15:29:20+00:00,28.55,763.0
2026-02-07T15:29:22+00:00,28.69,1162.5
2026-02-07T15:29:24+00:00,27.93,1121.5
2026-02-07T15:29:26+00:00,28.88,1088.5
2026-02-07T15:29:28+00:00,28.49,1029.0
2026-02-07T15:29:30+00:00,28.5,1020.4
2026-02-07T15:29:32+00:00,28.18,1021.1
2026-02-07T15:29:34+00:00,27.97,950.9
2026-02-07T15:29:36+00:00,28.86,1066.4
2026-02-07T15:29:38+00:00,28.07,1045.3
2026-02-07T15:29:40+00:00,27.79,1000.0
2026-02-07T15:29:42+00:00,27.6,1028.8
2026-02-07T15:29:44+00:00,27.97,1030.9
2026-02-07T15:29:46+00:00,27.63,998.8
2026-02-07T15:29:48+00:00,27.59,944.2
2026-02-07T15:29:50+00:00,28.0,1251.7
2026-02-07T15:29:52+00:00,27.37,620.0
2026-02-07T15:29:54+00:00,27.28,969.2
2026-02-07T15:29:56+00:00,27.63,961.8
2026-02-07T15:29:58+00:00,27.17,958.9
2026-02-07T15:30:00+00:00,27.69,844.1
2026-02-07T15:30:03+00:00,26.81,877.9
2026-02-07T15:30:05+00:00,27.11,925.3
2026-02-07T15:30:07+00:00,27.23,826.5
2026-02-07T15:30:09+00:00,27.2,859.2
2026-02-07T15:30:11+00:00,27.2,772.8
2026-02-07T15:30:13+00:00,26.65,558.3
2026-02-07T15:30:15+00:00,27.06,1326.8
2026-02-07T15:30:17+00:00,27.47,899.3
2026-02-07T15:30:19+00:00,26.36,810.7
2026-02-07T15:30:21+00:00,26.21,739.5
2026-02-07T15:30:23+00:00,26.81,750.7
2026-02-07T15:30:25+00:00,26.26,814.0
2026-02-07T15:30:27+00:00,26.49,664.0
2026-02-07T15:30:29+00:00,26.58,1162.0
2026-02-07T15:30:31+00:00,26.24,746.4
2026-02-07T15:30:33+00:00,26.66,808.2
2026-02-07T15:30:35+00:00,26.79,733.9
2026-02-07T15:30:37+00:00,25.98,713.6
2026-02-07T15:30:39+00:00,26.2,677.0
2026-02-07T15:30:41+00:00,26.08,721.3
2026-02-07T15:30:43+00:00,26.04,351.0
2026-02-07T15:30:45+00:00,26.25,687.1
2026-02-07T15:30:47+00:00,26.07,673.3
2026-02-07T15:30:49+00:00,26.17,853.2
2026-02-07T15:30:51+00:00,25.58,738.0
2026-02-07T15:30:53+00:00,25.89,738.6
2026-02-07T15:30:55+00:00,25.75,788.2
2026-02-07T15:30:57+00:00,25.85,711.8
2026-02-07T15:30:59+00:00,25.46,757.5
2026-02-07T15:31:01+00:00,25.82,857.5
2026-02-07T15:31:03+00:00,25.7,852.9
2026-02-07T15:31:05+00:00,25.88,821.6
2026-02-07T15:31:07+00:00,25.51,896.1
2026-02-07T15:31:09+00:00,25.67,909.2
2026-02-07T15:31:11+00:00,25.42,892.3
2026-02-07T15:31:13+00:00,25.39,824.9
2026-02-07T15:31:15+00:00,25.58,921.3
2026-02-07T15:31:17+00:00,25.27,837.9
2026-02-07T15:31:19+00:00,25.28,979.3
2026-02-07T15:31:21+00:00,25.29,1015.6
2026-02-07T15:31:23+00:00,25.5,998.8
2026-02-07T15:31:25+00:00,25.51,1387.8
2026-02-07T15:31:27+00:00,25.78,1061.7
2026-02-07T15:31:29+00:00,25.84,938.8
2026-02-07T15:31:31+00:00,25.78,990.8
2026-02-07T15:31:33+00:00,25.9,972.8
2026-02-07T15:31:35+00:00,25.77,1068.2
2026-02-07T15:31:37+00:00,25.58,1034.0
